series,timepoints,value
T168,104,3601842.0
T168,105,3906216.0
T168,106,3895892.0
T168,107,3897861.0
T168,108,3915382.0
T168,109,3937277.0
T168,110,3945369.0
T168,111,3909335.0
T168,112,4018812.0
T168,113,3925032.0
T168,114,3949993.0
T168,115,3841136.0
T168,116,3765140.0
T168,117,3851344.0
T168,118,4097971.0
T168,119,4433122.0
T168,120,4045117.0
T168,121,4085133.0
T168,122,4128149.0
T168,123,4143741.0
T168,124,3862191.0
T168,125,3871241.0
T168,126,4024442.0
T168,127,4376936.0
T168,128,4759448.0
T168,129,4421561.0
T168,130,4204818.0
T168,131,4679369.0
T168,132,5140889.0
T168,133,5033676.0
T168,134,4984872.0
T168,135,4685656.0
T168,136,4960075.0
T168,137,4849117.0
T168,138,4779982.0
T168,139,4811632.0
T168,140,5031919.0
T168,141,4897067.0
T168,142,4687282.0
T168,143,4726208.0
T168,144,4712214.0
T168,145,4497288.0
T168,146,4763174.0
T168,147,4370576.0
T168,148,3994164.0
T168,149,3883765.0
T168,150,3929715.0
T168,151,3782747.0
T168,152,3725362.0
T168,153,3603935.0
T168,154,3660124.0
T168,155,3551001.0
T169,0,342509.0
T169,1,370099.0
T169,2,383722.0
T169,3,378211.0
T169,4,389482.0
T169,5,393188.0
T169,6,384732.0
T169,7,360890.0
T169,8,350181.0
T169,9,355012.0
T169,10,347926.0
T169,11,334702.0
T169,12,362166.0
T169,13,364051.0
T169,14,356149.0
T169,15,362745.0
T169,16,363105.0
T169,17,356958.0
T169,18,390521.0
T169,19,396713.0
T169,20,379149.0
T169,21,404271.0
T169,22,392675.0
T169,23,396486.0
T169,24,399680.0
T169,25,436366.0
T169,26,407117.0
T169,27,402817.0
T169,28,450868.0
T169,29,433979.0
T169,30,422491.0
T169,31,431569.0
T169,32,443769.0
T169,33,458257.0
T169,34,420997.0
T169,35,451875.0
T169,36,440126.0
T169,37,442752.0
T169,38,403636.0
T169,39,401621.0
T169,40,415768.0
T169,41,366815.0
T169,42,378792.0
T169,43,357356.0
T169,44,357680.0
T169,45,355324.0
T169,46,352501.0
T169,47,369929.0
T169,48,376121.0
T169,49,379372.0
T169,50,391525.0
T169,51,346458.0
T169,52,344316.0
T169,53,373478.0
T169,54,377525.0
T169,55,375440.0
T169,56,371161.0
T169,57,365309.0
T169,58,368708.0
T169,59,371520.0
T169,60,362669.0
T169,61,371069.0
T169,62,360528.0
T169,63,365213.0
T169,64,376853.0
T169,65,355641.0
T169,66,365610.0
T169,67,374870.0
T169,68,382556.0
T169,69,368121.0
T169,70,374797.0
T169,71,375713.0
T169,72,374692.0
T169,73,371588.0
T169,74,401343.0
T169,75,393316.0
T169,76,394217.0
T169,77,482865.0
T169,78,503604.0
T169,79,490495.0
T169,80,446120.0
T169,81,457643.0
T169,82,469033.0
T169,83,472543.0
T169,84,476593.0
T169,85,469601.0
T169,86,475626.0
T169,87,458825.0
T169,88,441341.0
T169,89,460349.0
T169,90,447824.0
T169,91,430863.0
T169,92,423281.0
T169,93,419906.0
T169,94,414268.0
T169,95,389061.0
T169,96,393176.0
T169,97,369763.0
T169,98,356773.0
T169,99,352443.0
T169,100,354183.0
T169,101,360504.0
T169,102,365500.0
T169,103,332094.0
T169,104,320495.0
T169,105,335472.0
T169,106,330821.0
T169,107,326732.0
T169,108,343662.0
T169,109,362525.0
T169,110,359898.0
T169,111,357989.0
T169,112,354356.0
T169,113,356746.0
T169,114,361652.0
T169,115,361517.0
T169,116,350762.0
T169,117,355185.0
T169,118,377050.0
T169,119,388617.0
T169,120,348802.0
T169,121,363603.0
T169,122,385285.0
T169,123,392018.0
T169,124,355168.0
T169,125,354670.0
T169,126,376503.0
T169,127,427823.0
T169,128,443208.0
T169,129,409960.0
T169,130,411720.0
T169,131,433110.0
T169,132,431258.0
T169,133,423581.0
T169,134,434764.0
T169,135,433757.0
T169,136,412238.0
T169,137,402953.0
T169,138,430761.0
T169,139,446228.0
T169,140,453806.0
T169,141,431374.0
T169,142,406392.0
T169,143,417492.0
T169,144,371283.0
T169,145,390737.0
T169,146,442880.0
T169,147,431396.0
T169,148,374183.0
T169,149,356641.0
T169,150,341286.0
T169,151,345647.0
T169,152,374751.0
T169,153,420583.0
T169,154,447717.0
T169,155,410072.0
T170,0,496808.0
T170,1,521807.0
T170,2,529915.0
T170,3,496968.0
T170,4,503470.0
T170,5,522468.0
T170,6,514953.0
T170,7,519644.0
T170,8,495230.0
T170,9,487553.0
T170,10,489918.0
T170,11,476382.0
T170,12,505281.0
T170,13,500586.0
T170,14,468513.0
T170,15,463695.0
T170,16,465210.0
T170,17,467124.0
T170,18,500203.0
T170,19,510336.0
T170,20,489915.0
T170,21,508048.0
T170,22,522783.0
T170,23,507825.0
T170,24,500057.0
T170,25,516304.0
T170,26,507000.0
T170,27,501168.0
T170,28,516678.0
T170,29,526779.0
T170,30,518793.0
T170,31,516621.0
T170,32,539031.0
T170,33,569240.0
T170,34,549293.0
T170,35,539771.0
T170,36,521558.0
T170,37,519642.0
T170,38,507535.0
T170,39,487303.0
T170,40,507614.0
T170,41,467906.0
T170,42,464537.0
T170,43,452936.0
T170,44,458333.0
T170,45,448139.0
T170,46,450056.0
T170,47,434522.0
T170,48,435020.0
T170,49,452867.0
T170,50,477481.0
T170,51,423832.0
T170,52,399744.0
T170,53,428806.0
T170,54,431678.0
T170,55,428394.0
T170,56,442827.0
T170,57,428777.0
T170,58,427883.0
T170,59,441374.0
T170,60,430039.0
T170,61,447395.0
T170,62,434864.0
T170,63,453404.0
T170,64,467150.0
T170,65,443072.0
T170,66,455866.0
T170,67,464668.0
T170,68,477115.0
T170,69,452018.0
T170,70,468345.0
T170,71,467632.0
T170,72,459169.0
T170,73,456127.0
T170,74,478806.0
T170,75,480487.0
T170,76,481542.0
T170,77,512093.0
T170,78,548045.0
T170,79,595304.0
T170,80,555204.0
T170,81,535636.0
T170,82,539156.0
T170,83,540433.0
T170,84,556304.0
T170,85,537770.0
T170,86,519835.0
T170,87,524252.0
T170,88,504111.0
T170,89,514116.0
T170,90,545777.0
T170,91,529575.0
T170,92,528665.0
T170,93,552478.0
T170,94,538515.0
T170,95,511693.0
T170,96,520949.0
T170,97,498704.0
T170,98,461077.0
T170,99,430950.0
T170,100,439511.0
T170,101,466598.0
T170,102,428226.0
T170,103,445335.0
T170,104,410284.0
T170,105,428816.0
T170,106,425325.0
T170,107,400768.0
T170,108,398440.0
T170,109,404102.0
T170,110,407682.0
T170,111,404148.0
T170,112,415918.0
T170,113,411988.0
T170,114,415337.0
T170,115,419943.0
T170,116,413675.0
T170,117,432838.0
T170,118,464444.0
T170,119,480415.0
T170,120,450030.0
T170,121,462518.0
T170,122,472398.0
T170,123,465665.0
T170,124,458770.0
T170,125,470170.0
T170,126,480982.0
T170,127,500665.0
T170,128,473785.0
T170,129,465078.0
T170,130,462751.0
T170,131,467108.0
T170,132,481504.0
T170,133,489017.0
T170,134,507145.0
T170,135,505915.0
T170,136,477213.0
T170,137,467739.0
T170,138,480822.0
T170,139,476284.0
T170,140,482519.0
T170,141,473886.0
T170,142,478756.0
T170,143,473133.0
T170,144,486874.0
T170,145,479613.0
T170,146,488611.0
T170,147,467277.0
T170,148,425139.0
T170,149,415934.0
T170,150,426313.0
T170,151,425575.0
T170,152,420122.0
T170,153,429883.0
T170,154,433176.0
T170,155,430967.0
T171,0,111270.0
T171,1,118188.0
T171,2,119894.0
T171,3,120896.0
T171,4,119110.0
T171,5,119339.0
T171,6,119616.0
T171,7,119550.0
T171,8,121825.0
T171,9,122582.0
T171,10,121048.0
T171,11,119338.0
T171,12,127341.0
T171,13,122547.0
T171,14,116120.0
T171,15,118527.0
T171,16,117044.0
T171,17,116373.0
T171,18,124922.0
T171,19,122906.0
T171,20,131275.0
T171,21,144749.0
T171,22,146711.0
T171,23,139878.0
T171,24,140909.0
T171,25,152910.0
T171,26,145432.0
T171,27,131764.0
T171,28,149467.0
T171,29,144203.0
T171,30,138293.0
T171,31,137441.0
T171,32,140303.0
T171,33,141842.0
T171,34,135629.0
T171,35,150472.0
T171,36,142886.0
T171,37,141447.0
T171,38,126311.0
T171,39,124169.0
T171,40,134735.0
T171,41,119480.0
T171,42,118880.0
T171,43,114485.0
T171,44,111726.0
T171,45,114773.0
T171,46,114381.0
T171,47,117406.0
T171,48,121151.0
T171,49,123220.0
T171,50,127772.0
T171,51,109260.0
T171,52,105635.0
T171,53,114104.0
T171,54,114812.0
T171,55,115103.0
T171,56,120109.0
T171,57,115518.0
T171,58,113614.0
T171,59,114505.0
T171,60,111019.0
T171,61,116455.0
T171,62,111700.0
T171,63,116643.0
T171,64,120158.0
T171,65,111719.0
T171,66,115176.0
T171,67,113822.0
T171,68,119966.0
T171,69,123795.0
T171,70,121573.0
T171,71,119402.0
T171,72,123812.0
T171,73,118340.0
T171,74,129233.0
T171,75,126271.0
T171,76,126191.0
T171,77,138191.0
T171,78,157689.0
T171,79,155668.0
T171,80,145065.0
T171,81,130107.0
T171,82,130586.0
T171,83,143512.0
T171,84,152995.0
T171,85,153135.0
T171,86,149806.0
T171,87,151134.0
T171,88,139493.0
T171,89,138704.0
T171,90,140488.0
T171,91,128277.0
T171,92,131214.0
T171,93,130052.0
T171,94,122651.0
T171,95,119294.0
T171,96,121822.0
T171,97,117333.0
T171,98,115504.0
T171,99,112458.0
T171,100,121232.0
T171,101,125314.0
T171,102,124185.0
T171,103,114219.0
T171,104,118066.0
T171,105,124848.0
T171,106,123656.0
T171,107,115452.0
T171,108,114354.0
T171,109,115513.0
T171,110,120867.0
T171,111,113360.0
T171,112,114668.0
T171,113,116589.0
T171,114,115442.0
T171,115,112823.0
T171,116,111566.0
T171,117,114231.0
T171,118,116415.0
T171,119,123773.0
T171,120,115516.0
T171,121,117328.0
T171,122,119513.0
T171,123,129969.0
T171,124,117047.0
T171,125,115354.0
T171,126,117504.0
T171,127,133691.0
T171,128,148425.0
T171,129,136707.0
T171,130,136520.0
T171,131,141548.0
T171,132,143564.0
T171,133,140951.0
T171,134,144444.0
T171,135,146829.0
T171,136,140541.0
T171,137,135814.0
T171,138,138303.0
T171,139,140984.0
T171,140,143750.0
T171,141,147914.0
T171,142,150406.0
T171,143,146100.0
T171,144,132134.0
T171,145,125508.0
T171,146,136621.0
T171,147,140193.0
T171,148,122489.0
T171,149,122601.0
T171,150,118492.0
T171,151,116266.0
T171,152,113826.0
T171,153,113121.0
T171,154,115211.0
T171,155,106300.0
T172,0,207606.0
T172,1,216297.0
T172,2,219482.0
T172,3,217472.0
T172,4,215490.0
T172,5,214110.0
T172,6,214829.0
T172,7,219901.0
T172,8,222011.0
T172,9,227257.0
T172,10,228317.0
T172,11,219974.0
T172,12,233742.0
T172,13,237726.0
T172,14,229006.0
T172,15,230341.0
T172,16,232533.0
T172,17,234578.0
T172,18,250415.0
T172,19,255808.0
T172,20,248365.0
T172,21,252638.0
T172,22,258024.0
T172,23,256921.0
T172,24,257431.0
T172,25,269520.0
T172,26,256968.0
T172,27,254108.0
T172,28,274728.0
T172,29,269630.0
T172,30,265051.0
T172,31,267711.0
T172,32,267536.0
T172,33,273715.0
T172,34,266104.0
T172,35,278060.0
T172,36,270969.0
T172,37,272797.0
T172,38,262111.0
T172,39,256348.0
T172,40,260847.0
T172,41,250897.0
T172,42,253510.0
T172,43,241340.0
T172,44,237368.0
T172,45,230879.0
T172,46,233575.0
T172,47,226781.0
T172,48,230262.0
T172,49,231657.0
T172,50,251376.0
T172,51,221976.0
T172,52,214715.0
T172,53,232735.0
T172,54,247182.0
T172,55,246287.0
T172,56,240377.0
T172,57,232614.0
T172,58,235886.0
T172,59,234443.0
T172,60,217103.0
T172,61,228388.0
T172,62,220965.0
T172,63,225073.0
T172,64,239785.0
T172,65,224960.0
T172,66,231139.0
T172,67,229114.0
T172,68,232893.0
T172,69,223104.0
T172,70,226394.0
T172,71,228857.0
T172,72,228500.0
T172,73,228524.0
T172,74,236608.0
T172,75,237479.0
T172,76,236377.0
T172,77,275423.0
T172,78,284133.0
T172,79,274685.0
T172,80,256215.0
T172,81,252903.0
T172,82,261903.0
T172,83,265061.0
T172,84,272624.0
T172,85,266659.0
T172,86,263461.0
T172,87,261342.0
T172,88,255073.0
T172,89,264315.0
T172,90,258852.0
T172,91,252419.0
T172,92,243020.0
T172,93,253967.0
T172,94,250071.0
T172,95,232513.0
T172,96,232784.0
T172,97,222864.0
T172,98,212719.0
T172,99,209907.0
T172,100,210494.0
T172,101,213131.0
T172,102,221568.0
T172,103,206398.0
T172,104,203435.0
T172,105,219810.0
T172,106,216515.0
T172,107,213974.0
T172,108,221802.0
T172,109,222181.0
T172,110,220422.0
T172,111,219600.0
T172,112,220083.0
T172,113,221317.0
T172,114,222854.0
T172,115,234081.0
T172,116,218437.0
T172,117,218916.0
T172,118,233269.0
T172,119,247252.0
T172,120,229373.0
T172,121,234401.0
T172,122,238842.0
T172,123,245852.0
T172,124,233526.0
T172,125,232184.0
T172,126,241170.0
T172,127,256556.0
T172,128,263643.0
T172,129,246507.0
T172,130,247528.0
T172,131,258475.0
T172,132,261959.0
T172,133,260367.0
T172,134,267508.0
T172,135,261062.0
T172,136,252635.0
T172,137,250058.0
T172,138,251662.0
T172,139,254160.0
T172,140,256405.0
T172,141,253873.0
T172,142,246001.0
T172,143,246044.0
T172,144,246901.0
T172,145,245591.0
T172,146,245420.0
T172,147,247062.0
T172,148,235767.0
T172,149,219595.0
T172,150,219146.0
T172,151,216713.0
T172,152,212104.0
T172,153,207576.0
T172,154,211027.0
T172,155,200188.0
T173,0,735937.0
T173,1,755483.0
T173,2,768986.0
T173,3,754158.0
T173,4,734222.0
T173,5,733066.0
T173,6,729997.0
T173,7,738407.0
T173,8,751659.0
T173,9,765776.0
T173,10,771497.0
T173,11,770056.0
T173,12,780323.0
T173,13,755096.0
T173,14,716752.0
T173,15,696805.0
T173,16,716731.0
T173,17,768318.0
T173,18,763425.0
T173,19,794787.0
T173,20,761108.0
T173,21,779883.0
T173,22,784399.0
T173,23,757134.0
T173,24,784203.0
T173,25,839458.0
T173,26,790135.0
T173,27,793910.0
T173,28,843140.0
T173,29,867002.0
T173,30,843736.0
T173,31,884806.0
T173,32,858122.0
T173,33,886014.0
T173,34,829637.0
T173,35,896637.0
T173,36,858431.0
T173,37,855992.0
T173,38,792832.0
T173,39,791540.0
T173,40,804456.0
T173,41,748422.0
T173,42,750852.0
T173,43,737042.0
T173,44,706381.0
T173,45,699959.0
T173,46,699253.0
T173,47,684653.0
T173,48,703861.0
T173,49,692748.0
T173,50,743494.0
T173,51,681548.0
T173,52,655003.0
T173,53,690716.0
T173,54,700352.0
T173,55,688005.0
T173,56,691632.0
T173,57,681239.0
T173,58,673749.0
T173,59,682420.0
T173,60,692963.0
T173,61,703997.0
T173,62,689104.0
T173,63,690814.0
T173,64,717889.0
T173,65,691793.0
T173,66,703730.0
T173,67,741800.0
T173,68,735924.0
T173,69,700387.0
T173,70,715068.0
T173,71,706598.0
T173,72,706401.0
T173,73,688429.0
T173,74,719172.0
T173,75,728453.0
T173,76,747926.0
T173,77,857918.0
T173,78,935889.0
T173,79,937746.0
T173,80,868301.0
T173,81,826856.0
T173,82,803577.0
T173,83,835662.0
T173,84,871621.0
T173,85,883571.0
T173,86,887363.0
T173,87,887119.0
T173,88,831912.0
T173,89,834695.0
T173,90,823283.0
T173,91,743875.0
T173,92,775347.0
T173,93,774604.0
T173,94,745461.0
T173,95,706652.0
T173,96,732387.0
T173,97,671893.0
T173,98,648130.0
T173,99,625972.0
T173,100,630580.0
T173,101,630653.0
T173,102,648224.0
T173,103,664300.0
T173,104,622335.0
T173,105,653796.0
T173,106,644687.0
T173,107,635274.0
T173,108,641873.0
T173,109,660004.0
T173,110,653881.0
T173,111,661555.0
T173,112,654381.0
T173,113,661210.0
T173,114,664080.0
T173,115,667085.0
T173,116,653198.0
T173,117,662459.0
T173,118,706535.0
T173,119,719164.0
T173,120,671965.0
T173,121,703472.0
T173,122,704489.0
T173,123,748382.0
T173,124,696298.0
T173,125,694898.0
T173,126,727432.0
T173,127,776080.0
T173,128,811424.0
T173,129,775749.0
T173,130,761359.0
T173,131,792861.0
T173,132,835117.0
T173,133,835201.0
T173,134,844709.0
T173,135,842143.0
T173,136,823413.0
T173,137,813379.0
T173,138,816694.0
T173,139,827313.0
T173,140,824721.0
T173,141,802225.0
T173,142,789501.0
T173,143,787626.0
T173,144,773499.0
T173,145,737312.0
T173,146,775465.0
T173,147,740424.0
T173,148,689550.0
T173,149,674207.0
T173,150,679194.0
T173,151,665800.0
T173,152,649308.0
T173,153,619455.0
T173,154,627793.0
T173,155,583352.0
T174,0,242682.0
T174,1,245056.0
T174,2,249224.0
T174,3,248636.0
T174,4,241944.0
T174,5,246271.0
T174,6,242188.0
T174,7,244288.0
T174,8,245789.0
T174,9,237337.0
T174,10,239293.0
T174,11,233866.0
T174,12,242138.0
T174,13,237500.0
T174,14,232156.0
T174,15,224688.0
T174,16,223356.0
T174,17,221059.0
T174,18,251624.0
T174,19,252584.0
T174,20,242158.0
T174,21,260378.0
T174,22,248432.0
T174,23,243327.0
T174,24,253467.0
T174,25,312493.0
T174,26,288064.0
T174,27,299747.0
T174,28,358326.0
T174,29,347670.0
T174,30,341463.0
T174,31,351168.0
T174,32,334324.0
T174,33,349242.0
T174,34,302344.0
T174,35,329405.0
T174,36,327360.0
T174,37,321658.0
T174,38,269810.0
T174,39,260829.0
T174,40,270845.0
T174,41,247909.0
T174,42,260850.0
T174,43,239962.0
T174,44,236314.0
T174,45,243055.0
T174,46,241491.0
T174,47,237168.0
T174,48,235183.0
T174,49,239263.0
T174,50,253257.0
T174,51,225684.0
T174,52,219884.0
T174,53,242843.0
T174,54,245983.0
T174,55,244376.0
T174,56,243937.0
T174,57,239971.0
T174,58,241919.0
T174,59,243242.0
T174,60,227497.0
T174,61,242453.0
T174,62,234928.0
T174,63,236646.0
T174,64,243136.0
T174,65,229447.0
T174,66,229883.0
T174,67,239183.0
T174,68,244160.0
T174,69,227899.0
T174,70,242728.0
T174,71,227039.0
T174,72,228827.0
T174,73,228158.0
T174,74,240447.0
T174,75,264564.0
T174,76,253746.0
T174,77,313339.0
T174,78,357008.0
T174,79,367530.0
T174,80,348218.0
T174,81,307991.0
T174,82,303553.0
T174,83,305345.0
T174,84,349046.0
T174,85,340808.0
T174,86,318946.0
T174,87,311371.0
T174,88,295555.0
T174,89,298922.0
T174,90,295108.0
T174,91,253620.0
T174,92,243790.0
T174,93,248644.0
T174,94,241349.0
T174,95,229411.0
T174,96,232802.0
T174,97,229537.0
T174,98,226458.0
T174,99,219913.0
T174,100,219180.0
T174,101,220907.0
T174,102,224074.0
T174,103,210894.0
T174,104,208416.0
T174,105,242716.0
T174,106,232072.0
T174,107,228305.0
T174,108,232637.0
T174,109,229603.0
T174,110,230661.0
T174,111,226683.0
T174,112,230796.0
T174,113,229363.0
T174,114,230540.0
T174,115,232645.0
T174,116,227056.0
T174,117,230144.0
T174,118,245405.0
T174,119,255301.0
T174,120,224226.0
T174,121,246619.0
T174,122,281055.0
T174,123,270245.0
T174,124,231391.0
T174,125,233070.0
T174,126,245324.0
T174,127,283672.0
T174,128,313408.0
T174,129,311086.0
T174,130,293289.0
T174,131,305352.0
T174,132,332633.0
T174,133,321440.0
T174,134,333547.0
T174,135,317133.0
T174,136,307004.0
T174,137,317615.0
T174,138,316457.0
T174,139,326324.0
T174,140,307585.0
T174,141,271485.0
T174,142,251653.0
T174,143,256126.0
T174,144,245682.0
T174,145,244731.0
T174,146,255390.0
T174,147,243528.0
T174,148,222587.0
T174,149,226562.0
T174,150,234830.0
T174,151,231806.0
T174,152,228248.0
T174,153,224406.0
T174,154,227617.0
T174,155,206259.0
T175,0,246422.0
T175,1,258847.0
T175,2,265359.0
T175,3,268811.0
T175,4,268710.0
T175,5,264188.0
T175,6,263427.0
T175,7,260379.0
T175,8,264153.0
T175,9,263144.0
T175,10,265076.0
T175,11,259490.0
T175,12,269244.0
T175,13,262831.0
T175,14,243277.0
T175,15,243438.0
T175,16,253721.0
T175,17,264079.0
T175,18,289479.0
T175,19,293319.0
T175,20,290368.0
T175,21,299098.0
T175,22,294154.0
T175,23,283374.0
T175,24,280542.0
T175,25,299945.0
T175,26,292799.0
T175,27,293386.0
T175,28,318837.0
T175,29,311224.0
T175,30,295491.0
T175,31,297902.0
T175,32,297429.0
T175,33,318064.0
T175,34,310458.0
T175,35,325179.0
T175,36,307747.0
T175,37,301115.0
T175,38,282293.0
T175,39,277944.0
T175,40,275027.0
T175,41,264863.0
T175,42,266537.0
T175,43,251609.0
T175,44,259183.0
T175,45,257130.0
T175,46,258690.0
T175,47,256349.0
T175,48,256209.0
T175,49,262743.0
T175,50,274781.0
T175,51,244791.0
T175,52,238369.0
T175,53,253605.0
T175,54,250207.0
T175,55,250900.0
T175,56,252832.0
T175,57,248123.0
T175,58,247349.0
T175,59,251721.0
T175,60,247930.0
T175,61,252416.0
T175,62,244845.0
T175,63,250103.0
T175,64,257641.0
T175,65,248240.0
T175,66,256609.0
T175,67,262326.0
T175,68,269048.0
T175,69,257044.0
T175,70,259610.0
T175,71,265473.0
T175,72,265831.0
T175,73,262550.0
T175,74,278780.0
T175,75,274306.0
T175,76,281219.0
T175,77,327406.0
T175,78,332853.0
T175,79,331230.0
T175,80,311126.0
T175,81,296991.0
T175,82,292266.0
T175,83,300044.0
T175,84,305964.0
T175,85,298871.0
T175,86,302470.0
T175,87,295304.0
T175,88,288408.0
T175,89,300533.0
T175,90,295158.0
T175,91,279679.0
T175,92,281081.0
T175,93,267431.0
T175,94,259247.0
T175,95,249635.0
T175,96,254759.0
T175,97,249347.0
T175,98,238277.0
T175,99,231757.0
T175,100,236315.0
T175,101,237271.0
T175,102,243934.0
T175,103,229129.0
T175,104,224023.0
T175,105,235057.0
T175,106,237633.0
T175,107,233243.0
T175,108,231886.0
T175,109,241336.0
T175,110,241815.0
T175,111,239440.0
T175,112,243424.0
T175,113,241711.0
T175,114,239292.0
T175,115,238379.0
T175,116,231811.0
T175,117,236927.0
T175,118,252396.0
T175,119,261833.0
T175,120,248139.0
T175,121,250225.0
T175,122,257426.0
T175,123,264766.0
T175,124,250410.0
T175,125,252057.0
T175,126,252932.0
T175,127,266468.0
T175,128,276994.0
T175,129,252719.0
T175,130,255834.0
T175,131,277515.0
T175,132,268643.0
T175,133,262028.0
T175,134,266261.0
T175,135,274068.0
T175,136,262540.0
T175,137,260242.0
T175,138,269107.0
T175,139,270737.0
T175,140,277317.0
T175,141,268859.0
T175,142,263491.0
T175,143,262468.0
T175,144,253891.0
T175,145,246203.0
T175,146,258025.0
T175,147,254978.0
T175,148,235897.0
T175,149,233972.0
T175,150,234488.0
T175,151,226654.0
T175,152,222437.0
T175,153,217288.0
T175,154,220824.0
T175,155,213601.0
T176,0,1240367.0
T176,1,1308228.0
T176,2,1308057.0
T176,3,1317586.0
T176,4,1267905.0
T176,5,1281262.0
T176,6,1258469.0
T176,7,1278360.0
T176,8,1301352.0
T176,9,1333512.0
T176,10,1328541.0
T176,11,1294841.0
T176,12,1299517.0
T176,13,1295914.0
T176,14,1275369.0
T176,15,1264822.0
T176,16,1276090.0
T176,17,1281684.0
T176,18,1401292.0
T176,19,1528208.0
T176,20,1396746.0
T176,21,1534353.0
T176,22,1580203.0
T176,23,1572584.0
T176,24,1602730.0
T176,25,1700251.0
T176,26,1736355.0
T176,27,1725218.0
T176,28,1819115.0
T176,29,1864197.0
T176,30,1876582.0
T176,31,1920688.0
T176,32,1896886.0
T176,33,1944071.0
T176,34,1850632.0
T176,35,1793353.0
T176,36,1788607.0
T176,37,1730769.0
T176,38,1570446.0
T176,39,1540573.0
T176,40,1617304.0
T176,41,1477044.0
T176,42,1449506.0
T176,43,1419268.0
T176,44,1413171.0
T176,45,1363456.0
T176,46,1364631.0
T176,47,1333873.0
T176,48,1301940.0
T176,49,1321963.0
T176,50,1370347.0
T176,51,1245797.0
T176,52,1198287.0
T176,53,1273773.0
T176,54,1277313.0
T176,55,1254463.0
T176,56,1258061.0
T176,57,1223465.0
T176,58,1232338.0
T176,59,1262093.0
T176,60,1232367.0
T176,61,1277239.0
T176,62,1251800.0
T176,63,1269010.0
T176,64,1290698.0
T176,65,1258367.0
T176,66,1281566.0
T176,67,1337990.0
T176,68,1311157.0
T176,69,1250396.0
T176,70,1272798.0
T176,71,1268002.0
T176,72,1246436.0
T176,73,1268350.0
T176,74,1389256.0
T176,75,1460633.0
T176,76,1484061.0
T176,77,1595891.0
T176,78,1718057.0
T176,79,1715909.0
T176,80,1678419.0
T176,81,1702921.0
T176,82,1742459.0
T176,83,1803731.0
T176,84,1856780.0
T176,85,1830048.0
T176,86,1780579.0
T176,87,1684591.0
T176,88,1714617.0
T176,89,1667717.0
T176,90,1598040.0
T176,91,1523666.0
T176,92,1511430.0
T176,93,1510611.0
T176,94,1492961.0
T176,95,1395563.0
T176,96,1325035.0
T176,97,1266721.0
T176,98,1237916.0
T176,99,1195921.0
T176,100,1207338.0
T176,101,1240893.0
T176,102,1272348.0
T176,103,1200835.0
T176,104,1163935.0
T176,105,1242755.0
T176,106,1206851.0
T176,107,1178771.0
T176,108,1203882.0
T176,109,1213703.0
T176,110,1267095.0
T176,111,1208915.0
T176,112,1190361.0
T176,113,1177956.0
T176,114,1167804.0
T176,115,1187716.0
T176,116,1187382.0
T176,117,1215497.0
T176,118,1292054.0
T176,119,1327586.0
T176,120,1260142.0
T176,121,1369397.0
T176,122,1449708.0
T176,123,1487705.0
T176,124,1309037.0
T176,125,1301476.0
T176,126,1452733.0
T176,127,1510229.0
T176,128,1603314.0
T176,129,1557988.0
T176,130,1619165.0
T176,131,1676129.0
T176,132,1746072.0
T176,133,1695713.0
T176,134,1576683.0
T176,135,1544783.0
T176,136,1549552.0
T176,137,1569599.0
T176,138,1591949.0
T176,139,1666185.0
T176,140,1676244.0
T176,141,1676244.0
T176,142,1676244.0
T176,143,1542797.0
T176,144,1509087.0
T176,145,1439640.0
T176,146,1548924.0
T176,147,1421216.0
T176,148,1319676.0
T176,149,1288601.0
T176,150,1275238.0
T176,151,1225270.0
T176,152,1183135.0
T176,153,1165073.0
T176,154,1150403.0
T176,155,1075589.0
T177,0,118301.0
T177,1,127525.0
T177,2,126302.0
T177,3,120180.0
T177,4,118588.0
T177,5,119228.0
T177,6,120081.0
T177,7,120053.0
T177,8,119092.0
T177,9,117142.0
T177,10,114404.0
T177,11,108288.0
T177,12,119746.0
T177,13,114943.0
T177,14,112038.0
T177,15,112440.0
T177,16,113327.0
T177,17,116587.0
T177,18,126249.0
T177,19,142559.0
T177,20,126970.0
T177,21,155160.0
T177,22,150664.0
T177,23,157632.0
T177,24,149712.0
T177,25,168804.0
T177,26,167687.0
T177,27,168228.0
T177,28,188798.0
T177,29,182964.0
T177,30,188291.0
T177,31,200972.0
T177,32,193846.0
T177,33,217577.0
T177,34,186706.0
T177,35,174158.0
T177,36,175291.0
T177,37,168835.0
T177,38,153817.0
T177,39,150913.0
T177,40,158022.0
T177,41,140119.0
T177,42,139682.0
T177,43,135555.0
T177,44,133423.0
T177,45,131313.0
T177,46,132422.0
T177,47,134680.0
T177,48,132166.0
T177,49,133483.0
T177,50,139100.0
T177,51,124470.0
T177,52,121789.0
T177,53,132188.0
T177,54,131942.0
T177,55,125785.0
T177,56,119355.0
T177,57,118236.0
T177,58,119761.0
T177,59,119665.0
T177,60,118449.0
T177,61,121072.0
T177,62,112822.0
T177,63,114469.0
T177,64,118958.0
T177,65,114819.0
T177,66,112661.0
T177,67,117619.0
T177,68,119245.0
T177,69,112641.0
T177,70,117117.0
T177,71,110074.0
T177,72,112875.0
T177,73,122823.0
T177,74,132956.0
T177,75,141777.0
T177,76,143550.0
T177,77,155809.0
